URI,label,split,original
bejhvclboh.mp4,REAL,train,
benmsfzfaz.mp4,FAKE,train,kysxawkest.mp4
beyebyhrph.mp4,REAL,train,
bffwsjxghk.mp4,REAL,train,
bgaogsjehq.mp4,FAKE,train,xzvrgckqkz.mp4
bggsurpgpr.mp4,FAKE,train,gxembgiarp.mp4
bghphrsfxf.mp4,FAKE,train,sgjnvxvcpu.mp4
bgmlwsoamc.mp4,FAKE,train,woshnzbxmc.mp4
bguwlyazau.mp4,FAKE,train,znpdbbsfvj.mp4
bgvhtpzknn.mp4,REAL,train,
bgwmmujlmc.mp4,REAL,train,
bhaaboftbc.mp4,FAKE,train,rlvgtsjyer.mp4
bhbdugnurr.mp4,FAKE,train,vcxckqbaya.mp4
bhpwpydzpo.mp4,FAKE,train,yfsnwkbafm.mp4
bhsluedavd.mp4,FAKE,train,kydlpqfrvv.mp4
bilnggbxgu.mp4,REAL,train,
bjjbwsqjir.mp4,FAKE,train,tdohqkzvbk.mp4
bjkmjilrxp.mp4,FAKE,train,yfsnwkbafm.mp4
bjsmaqefoi.mp4,FAKE,train,mfpgdgsaxg.mp4
bkmdzhfzfh.mp4,FAKE,train,hyuipchisa.mp4
bkvetcojbt.mp4,FAKE,train,ybjrqnqnno.mp4
bkwxhglwct.mp4,FAKE,train,gjypopglvi.mp4
blpchvmhxx.mp4,FAKE,train,xqnykluhws.mp4
blzydqdfem.mp4,FAKE,train,dbtbbhakdv.mp4
bmbbkwmxqj.mp4,FAKE,train,rrcsuwgpnd.mp4
bmehkyanbj.mp4,FAKE,train,ptokilxwcx.mp4
bmhvktyiwp.mp4,FAKE,train,gneufaypol.mp4
bmioepcpsx.mp4,FAKE,train,vmospzljws.mp4
bmjmjmbglm.mp4,FAKE,train,mmhqllmlew.mp4
bmjzrlszhi.mp4,REAL,train,
bnbuonyoje.mp4,FAKE,train,fntskqfxxf.mp4
bndybcqhfr.mp4,FAKE,train,xnfwdpptym.mp4
bnjcdrfuov.mp4,FAKE,train,ellavthztb.mp4
bntlodcfeg.mp4,FAKE,train,ytufbmkdlq.mp4
bofqajtwve.mp4,FAKE,train,dbtbbhakdv.mp4
boovltmuwi.mp4,FAKE,train,sfujxhuyje.mp4
bopqhhalml.mp4,FAKE,train,oesxbvktem.mp4
bourlmzsio.mp4,FAKE,train,bxzakyopjf.mp4
bpapbctoao.mp4,REAL,train,
bpwzipqtxf.mp4,FAKE,train,lmlyvmfbbe.mp4
bpxckdzddv.mp4,FAKE,train,cizlkenljw.mp4
bqdjzqhcft.mp4,FAKE,train,ytufbmkdlq.mp4
bqeiblbxtl.mp4,FAKE,train,iklzfeueid.mp4
bqhtpqmmqp.mp4,FAKE,train,meawmsgiti.mp4
bqkdbcqjvb.mp4,FAKE,train,atvmxvwyns.mp4
bqnymlsayl.mp4,FAKE,train,xagsvjctmp.mp4
bqqpbzjgup.mp4,FAKE,train,djxdyjopjd.mp4
bqtuuwzdtr.mp4,FAKE,train,yagllixjvh.mp4
brhalypwoo.mp4,FAKE,train,uuxqylnzls.mp4
brvqtabyxj.mp4,FAKE,train,ywvlvpvroj.mp4
brwrlczjvi.mp4,REAL,train,
bseamdrpbj.mp4,FAKE,train,fdcttsvjwf.mp4
bsfmwclnqy.mp4,FAKE,train,ubplsigbvj.mp4
bsqgziaylx.mp4,FAKE,train,brwrlczjvi.mp4
btiysiskpf.mp4,FAKE,train,gxhcuxulhi.mp4
btjlfpzbdu.mp4,FAKE,train,drcyabprvt.mp4
btjwbtsgln.mp4,FAKE,train,xwcggrygwl.mp4
btmsngnqhv.mp4,FAKE,train,crezycjqyk.mp4
btohlidmru.mp4,FAKE,train,cyxlcuyznd.mp4
btugrnoton.mp4,FAKE,train,kgbkktcjxf.mp4
btunxncpjh.mp4,FAKE,train,mgowkzsbyx.mp4
btxlttbpkj.mp4,FAKE,train,fhghkqdkhe.mp4
bulkxhhknf.mp4,REAL,train,
bvgwelbeof.mp4,FAKE,train,mmhqllmlew.mp4
bvzjkezkms.mp4,FAKE,train,ekcrtigpab.mp4
bweezhfpzp.mp4,FAKE,train,ywvlvpvroj.mp4
bwhlgysghg.mp4,REAL,train,
bwipwzzxxu.mp4,REAL,train,
bwuwstvsbw.mp4,FAKE,train,xzvrgckqkz.mp4
bxzakyopjf.mp4,REAL,train,
bydaidkpdp.mp4,FAKE,train,gktjowiuqe.mp4
byfenovjnf.mp4,FAKE,train,gipbyjfxfp.mp4
byijojkdba.mp4,FAKE,train,liniegczcx.mp4
byofowlkki.mp4,FAKE,train,ifjktxxiln.mp4
byqzyxifza.mp4,FAKE,train,kgbkktcjxf.mp4
byunigvnay.mp4,FAKE,train,nvpluswotp.mp4
byyqectxqa.mp4,FAKE,train,fdcttsvjwf.mp4
bzmdrafeex.mp4,FAKE,train,sqwvfgwdxr.mp4
bzythlfnhq.mp4,REAL,train,
caifxvsozs.mp4,REAL,train,
caqbrkogkb.mp4,FAKE,train,vgqotmftcr.mp4
cbbibzcoih.mp4,FAKE,train,lietldeotq.mp4
cbltdtxglo.mp4,FAKE,train,svcnlasmeh.mp4
ccfoszqabv.mp4,REAL,train,
ccmonzqfrz.mp4,FAKE,train,gxhcuxulhi.mp4
cdaxixbosp.mp4,FAKE,train,itzmdwutdu.mp4
cdbsbdymzd.mp4,FAKE,train,xngpzquyhs.mp4
cdphtzqrvp.mp4,FAKE,train,ehtdtkmmli.mp4
cdyakrxkia.mp4,FAKE,train,atvmxvwyns.mp4
cepxysienc.mp4,FAKE,train,euqpvnyxrb.mp4
cettndmvzl.mp4,FAKE,train,kysxawkest.mp4
ceymbecxnj.mp4,FAKE,train,gjypopglvi.mp4
cferslmfwh.mp4,FAKE,train,fygviyzcjm.mp4
cffffbcywc.mp4,FAKE,train,ztbinwxgyu.mp4
cfxkpiweqt.mp4,REAL,train,
cfyduhpbps.mp4,FAKE,train,tfoxelmnjx.mp4
cglxirfaey.mp4,FAKE,train,qypgyrxcme.mp4
cgvrgibpfo.mp4,FAKE,train,puppdcffcj.mp4
chtapglbcj.mp4,REAL,train,
chviwxsfhg.mp4,REAL,train,
chzieimrwu.mp4,FAKE,train,topyiohccg.mp4
ciyoudyhly.mp4,REAL,train,
cizlkenljw.mp4,REAL,train,
ckbdwedgmc.mp4,FAKE,train,zrkinjhsuq.mp4
ckjaibzfxa.mp4,REAL,train,
ckkuyewywx.mp4,REAL,train,
cknyxaqouy.mp4,FAKE,train,bwipwzzxxu.mp4
cksanfsjhc.mp4,FAKE,train,atkdltyyen.mp4
clihsshdkq.mp4,FAKE,train,qzimuostzz.mp4
clrycekyst.mp4,REAL,train,
cmbzllswnl.mp4,REAL,train,
cmxcfkrjiv.mp4,FAKE,train,ztbinwxgyu.mp4
cnilkgvfei.mp4,FAKE,train,kwyvikrgmx.mp4
coadfnerlk.mp4,FAKE,train,bwipwzzxxu.mp4
cobjrlugvp.mp4,REAL,train,
covdcysmbi.mp4,FAKE,train,jomvcqqars.mp4
cpjxareypw.mp4,REAL,train,
cppdvdejkc.mp4,REAL,train,
cprhtltsjp.mp4,REAL,train,
cqfugiqupm.mp4,FAKE,train,fpvduejzcw.mp4
cqhngvpgyi.mp4,FAKE,train,tfoixxmpoo.mp4
cqrskwiqng.mp4,FAKE,train,swedbyuehz.mp4
crezycjqyk.mp4,REAL,train,
crktehraph.mp4,FAKE,train,vrsinxahfh.mp4
crzfebnfgb.mp4,FAKE,train,wgmbcqfgkp.mp4
cthdnahrkh.mp4,FAKE,train,vrsinxahfh.mp4
ctpqeykqdp.mp4,FAKE,train,iklzfeueid.mp4
cttqtsjvgn.mp4,FAKE,train,fkyrrigzpt.mp4
ctzmavwror.mp4,FAKE,train,lkdlzpkukw.mp4
curpwogllm.mp4,FAKE,train,chtapglbcj.mp4
cuzrgrbvil.mp4,FAKE,train,iiomvouemm.mp4
cvaksbpssm.mp4,FAKE,train,gdfyzwykty.mp4
cwbacdwrzo.mp4,FAKE,train,fecysfujzk.mp4
cwqlvzefpg.mp4,FAKE,train,qeumxirsme.mp4
cwrtyzndpx.mp4,FAKE,train,kgbkktcjxf.mp4
cwsbspfzck.mp4,FAKE,train,wtreibcmgm.mp4
cwwandrkus.mp4,FAKE,train,kgbkktcjxf.mp4
cxfujlvsuw.mp4,FAKE,train,qtnjyomzwo.mp4
cxrfacemmq.mp4,FAKE,train,dlpoieqvfb.mp4
cxttmymlbn.mp4,FAKE,train,qapnbtdypb.mp4
cyboodqqyr.mp4,FAKE,train,qeumxirsme.mp4
cycacemkmt.mp4,FAKE,train,atvmxvwyns.mp4
cyclgfjdrv.mp4,FAKE,train,gbqrgajyca.mp4
cyxlcuyznd.mp4,REAL,train,
czfunozvwp.mp4,FAKE,train,caifxvsozs.mp4
czkdanyadc.mp4,FAKE,train,meawmsgiti.mp4
czmqpxrqoh.mp4,FAKE,train,atvmxvwyns.mp4
dafhtipaml.mp4,FAKE,train,kdodrvufdh.mp4
dakiztgtnw.mp4,REAL,train,
dakqwktlbi.mp4,FAKE,train,atvmxvwyns.mp4
dbhoxkblzx.mp4,FAKE,train,qtnjyomzwo.mp4
dbhrpizyeq.mp4,FAKE,train,ffcwhpnpuw.mp4
dbnygxtwek.mp4,REAL,train,
dboxtiehng.mp4,FAKE,train,jjyfvzxwwx.mp4
dbtbbhakdv.mp4,REAL,train,
dbzcqmxzaj.mp4,FAKE,train,yxyhvdlrgk.mp4
dbzpcjntve.mp4,FAKE,train,ellavthztb.mp4
dcamvmuors.mp4,FAKE,train,iuzdfwsefw.mp4
dcuiiorugd.mp4,FAKE,train,wapebjxejr.mp4
ddepeddixj.mp4,REAL,train,
ddhfabwpuz.mp4,FAKE,train,luvasmspox.mp4
ddjggcasdw.mp4,FAKE,train,qtnjyomzwo.mp4
ddpvuimigj.mp4,FAKE,train,ijokcwewbs.mp4
ddqccgmtka.mp4,FAKE,train,qokxxuayqn.mp4
degpbqvcay.mp4,FAKE,train,ptokilxwcx.mp4
deywhkarol.mp4,FAKE,train,ljaifbsfuw.mp4
deyyistcrd.mp4,FAKE,train,ywvlvpvroj.mp4
dfbpceeaox.mp4,FAKE,train,bffwsjxghk.mp4
dgmevclvzy.mp4,FAKE,train,jzmdganfys.mp4
dgxrqjdomn.mp4,FAKE,train,duycddgtrl.mp4
dgzklxjmix.mp4,FAKE,train,jszyyhamrh.mp4
dhcndnuwta.mp4,REAL,train,
dhcselezer.mp4,FAKE,train,uonshkejav.mp4
dhevettufk.mp4,FAKE,train,cppdvdejkc.mp4
dhjmzhrcav.mp4,FAKE,train,tdohqkzvbk.mp4
dhkwmjxwrn.mp4,FAKE,train,ehccixxzoe.mp4
dhoqofwoxa.mp4,FAKE,train,gbqrgajyca.mp4
dhxctgyoqj.mp4,REAL,train,
diomeixhrg.mp4,FAKE,train,gneufaypol.mp4
diopzaywor.mp4,FAKE,train,fgfyrfyqay.mp4
diqraixiov.mp4,FAKE,train,gmihbscmwq.mp4
diuzrpqjli.mp4,FAKE,train,smggzgxymo.mp4
djvtbgwdcc.mp4,FAKE,train,jljpdojupu.mp4
djvutyvaio.mp4,FAKE,train,zhfyuhonra.mp4
djxdyjopjd.mp4,REAL,train,
dkdwxmtpuo.mp4,FAKE,train,mmhqllmlew.mp4
dkhlttuvmx.mp4,FAKE,train,qeumxirsme.mp4
dkrvorliqc.mp4,FAKE,train,hcswybumab.mp4
dkuayagnmc.mp4,REAL,train,
dkwjwbwgey.mp4,FAKE,train,rfzzrftgco.mp4
dkzvdrzcnr.mp4,REAL,train,
dlpoieqvfb.mp4,REAL,train,
dlrsbscitn.mp4,FAKE,train,ztbinwxgyu.mp4
dnexlwbcxq.mp4,FAKE,train,ezaajaswoe.mp4
dnhvalzvrt.mp4,FAKE,train,tamayudqqx.mp4
dntkzzzcdh.mp4,FAKE,train,gnyspcpbhd.mp4
dnyvfblxpm.mp4,FAKE,train,eckvhdusax.mp4
doanjploai.mp4,FAKE,train,fkqptfouqw.mp4
dofusvhnib.mp4,FAKE,train,xnfwdpptym.mp4
dozyddhild.mp4,FAKE,train,ngdswpaqnt.mp4
dptbnjnkdg.mp4,FAKE,train,kkzsnmrkqk.mp4
dptrzdvwpg.mp4,FAKE,train,iiomvouemm.mp4
dqnyszdong.mp4,FAKE,train,qeumxirsme.mp4
dqppxmoqdl.mp4,FAKE,train,zrkinjhsuq.mp4
dqqtjcryjv.mp4,FAKE,train,iyefnuagav.mp4
dqswpjoepo.mp4,FAKE,train,kydlpqfrvv.mp4
dqzreruvje.mp4,FAKE,train,rlldzrnmdn.mp4
drcyabprvt.mp4,REAL,train,
drgjzlxzxj.mp4,FAKE,train,yagllixjvh.mp4
drsakwyvqv.mp4,FAKE,train,jomvcqqars.mp4
drtbksnpol.mp4,FAKE,train,dzyuwjkjui.mp4
dsdoseflas.mp4,FAKE,train,dzyuwjkjui.mp4
dsgpbgsrdm.mp4,FAKE,train,nlerwupaqr.mp4
dsjbknkujw.mp4,REAL,train,
dsndhujjjb.mp4,FAKE,train,ohnonevlro.mp4
dtbpmdqvao.mp4,FAKE,train,gjypopglvi.mp4
dtocdfbwca.mp4,FAKE,train,dakiztgtnw.mp4
dubiroskqn.mp4,FAKE,train,gzyzdcbuuv.mp4
dulanfulol.mp4,FAKE,train,iieoqptzec.mp4
duvyaxbzvp.mp4,FAKE,train,fgfyrfyqay.mp4
duycddgtrl.mp4,REAL,train,
duzuusuajr.mp4,FAKE,train,fgfyrfyqay.mp4
dvakowbgbt.mp4,FAKE,train,slwkmefgde.mp4
dvumqqhoac.mp4,FAKE,train,kuelhabsmz.mp4
dwediigjit.mp4,FAKE,train,tmdformfqp.mp4
dxbqjxrhin.mp4,REAL,train,
dxuliowugt.mp4,FAKE,train,imzqmbfugn.mp4
dxuplhwvig.mp4,FAKE,train,yoavqsqobz.mp4
dzieklokdr.mp4,FAKE,train,pylnolwenx.mp4
dzqwgqewhu.mp4,FAKE,train,xwcggrygwl.mp4
dzvyfiarrq.mp4,FAKE,train,bgwmmujlmc.mp4
dzwkmcwkwl.mp4,FAKE,train,pqvypayzrp.mp4
dzyuwjkjui.mp4,REAL,train,
eahlqmfvtj.mp4,FAKE,train,lyvlnqduqg.mp4
eajlrktemq.mp4,FAKE,train,yjlsxqoauz.mp4
ebchwmwayp.mp4,FAKE,train,ehccixxzoe.mp4
ebebgmtlcu.mp4,FAKE,train,iufotyxgzb.mp4
ebeknhudxq.mp4,FAKE,train,fysyrqfguw.mp4
ebkzwjgjhq.mp4,FAKE,train,kgbkktcjxf.mp4
ebywfrmhtd.mp4,FAKE,train,grnycmbdfu.mp4
eckvhdusax.mp4,REAL,train,
ecnihjlfyt.mp4,FAKE,train,kysxawkest.mp4
ecujsjhscd.mp4,REAL,train,
ecuvtoltue.mp4,FAKE,train,xngpzquyhs.mp4
ecwaxgutkc.mp4,FAKE,train,itmwoyxbas.mp4
eczrseixwq.mp4,FAKE,train,iieoqptzec.mp4
edyncaijwx.mp4,REAL,train,
eebrkicpry.mp4,FAKE,train,rjlgchzmfv.mp4
eebserckhh.mp4,FAKE,train,qzklcjjxdq.mp4
eejswgycjc.mp4,FAKE,train,qzklcjjxdq.mp4
eekozbeafq.mp4,FAKE,train,olakcrnuro.mp4
eepezmygaq.mp4,FAKE,train,abarnvbtwb.mp4
eeyhxisdfh.mp4,FAKE,train,lyvlnqduqg.mp4
efdyrflcpg.mp4,FAKE,train,xngpzquyhs.mp4
efwfxwwlbw.mp4,REAL,train,
egbbcxcuqy.mp4,FAKE,train,hqtepxaeqx.mp4
eggbjzxnmg.mp4,REAL,train,
egghxjjmfg.mp4,REAL,train,
ehbnclaukr.mp4,FAKE,train,gipbyjfxfp.mp4
ehccixxzoe.mp4,REAL,train,
ehdkmxgtxh.mp4,FAKE,train,bejhvclboh.mp4
ehevsxtecd.mp4,FAKE,train,nzquxipbye.mp4
ehfiekigla.mp4,FAKE,train,avmjormvsx.mp4
ehieahnhte.mp4,FAKE,train,sasoxcqisz.mp4
ehtdtkmmli.mp4,REAL,train,
eiriyukqqy.mp4,FAKE,train,ixuouyigxa.mp4
eivxffliio.mp4,FAKE,train,joeifeskbs.mp4
eiwopxzjfn.mp4,FAKE,train,xzvrgckqkz.mp4
eixwxvxbbn.mp4,FAKE,train,ywvlvpvroj.mp4
ejkqesyvam.mp4,FAKE,train,jwcsqxzdlv.mp4
ekcrtigpab.mp4,REAL,train,
ekhacizpah.mp4,FAKE,train,egghxjjmfg.mp4
ekkdjkirzq.mp4,FAKE,train,tivkmbqgwp.mp4
elginszwtk.mp4,FAKE,train,gipbyjfxfp.mp4
ellavthztb.mp4,REAL,train,
elvvackpjh.mp4,FAKE,train,qhkqqfznrg.mp4
emaalmsonj.mp4,FAKE,train,dzyuwjkjui.mp4
emfbhytfhc.mp4,FAKE,train,cprhtltsjp.mp4
emgjphonqb.mp4,FAKE,train,ybjrqnqnno.mp4
ensyyivobf.mp4,FAKE,train,lulmevqtla.mp4
eoewqcpbgt.mp4,FAKE,train,gbqrgajyca.mp4
eprybmbpba.mp4,FAKE,train,kuelhabsmz.mp4
epymyyiblu.mp4,FAKE,train,svcnlasmeh.mp4
eqjscdagiv.mp4,FAKE,train,dbnygxtwek.mp4
eqnoqyfquo.mp4,REAL,train,
eqvuznuwsa.mp4,FAKE,train,cmbzllswnl.mp4
erlvuvjsjf.mp4,REAL,train,
erqgqacbqe.mp4,FAKE,train,nvpluswotp.mp4
errocgcham.mp4,FAKE,train,grnycmbdfu.mp4
esckbnkkvb.mp4,FAKE,train,gdfyzwykty.mp4
esgftaficx.mp4,FAKE,train,rrcsuwgpnd.mp4
esnntzzajv.mp4,FAKE,train,ybetenmsye.mp4
esxrvsgpvb.mp4,FAKE,train,gomwfvijiv.mp4
esyhwdfnxs.mp4,FAKE,train,qeumxirsme.mp4
esyrimvzsa.mp4,FAKE,train,qzklcjjxdq.mp4
etdcqxabww.mp4,FAKE,train,gipbyjfxfp.mp4
etejaapnxh.mp4,FAKE,train,wtreibcmgm.mp4
etmcruaihe.mp4,FAKE,train,afoovlsmtx.mp4
etohcvnzbj.mp4,FAKE,train,bdnaqemxmr.mp4
eudeqjhdfd.mp4,REAL,train,
eukvucdetx.mp4,FAKE,train,gjypopglvi.mp4
